FechaHora,"Velocidad","Direccion"
2020-01-01 07:17:43,"18.86111069","162.60261536"
2020-01-01 07:18:15,"18.48803329","162.60261536"
2020-01-01 07:19:49,"12.84450531","166.83248901"
2020-01-01 07:20:18,"16.04822922","166.83248901"
2020-01-01 07:21:49,"16.67594719","162.55867004"
2020-01-01 07:22:20,"17.86031723","162.55867004"
2020-01-01 07:23:52,"21.13510323","165.47013855"
2020-01-01 07:24:26,"16.25549507","165.47013855"
2020-01-01 07:26:22,"15.13626385","156.02160645"
2020-01-01 07:26:28,"14.71581173","156.02160645"
2020-01-01 07:28:24,"21.36605644","168.13989258"
2020-01-01 07:28:30,"18.79597092","168.13989258"
2020-01-01 07:30:30,"14.91123295","161.84454346"
2020-01-01 07:30:43,"15.81135559","161.84454346"
2020-01-01 07:32:34,"15.94163609","164.30555725"
2020-01-01 07:32:47,"18.71306419","164.30555725"
2020-01-01 07:34:44,"17.3984127","170.37019348"
2020-01-01 07:34:49,"17.14377213","170.37019348"
2020-01-01 07:36:45,"19.77307701","156.3731842"
2020-01-01 07:36:50,"17.60567856","156.3731842"
2020-01-01 07:38:39,"16.19627571","149.89105225"
2020-01-01 07:38:52,"14.36050034","149.89105225"
2020-01-01 07:40:45,"15.852808","151.37425232"
2020-01-01 07:40:57,"17.90176964","151.37425232"
2020-01-01 07:42:55,"17.16153908","156.71376038"
2020-01-01 07:42:58,"17.00164795","156.71376038"
2020-01-01 07:44:54,"16.6818676","153.58256531"
2020-01-01 07:45:05,"15.20732594","153.58256531"
2020-01-01 07:47:03,"18.40512848","165.19546509"
2020-01-01 07:47:06,"19.06245422","165.19546509"
2020-01-01 07:49:04,"19.85598373","163.76721191"
2020-01-01 07:49:08,"17.59383392","163.76721191"
2020-01-01 07:51:07,"22.5918808","162.53669739"
2020-01-01 07:51:10,"21.86941338","162.53669739"
2020-01-01 07:53:09,"21.41935349","157.02139282"
2020-01-01 07:53:12,"18.09719086","157.02139282"
2020-01-01 07:55:11,"18.77228355","166.74458313"
2020-01-01 07:55:17,"15.6633091","166.74458313"
2020-01-01 07:57:13,"15.43235683","172.97402954"
2020-01-01 07:57:19,"16.03638649","172.97402954"
2020-01-01 07:59:15,"19.53028107","161.60282898"
2020-01-01 07:59:19,"17.47539711","161.60282898"
2020-01-01 08:01:18,"21.31868172","163.96496582"
2020-01-01 08:01:23,"19.93296623","163.96496582"
2020-01-01 08:03:22,"19.31117249","172.95205688"
2020-01-01 08:03:29,"15.47973156","172.95205688"
2020-01-01 08:05:26,"16.29694748","166.63471985"
2020-01-01 08:05:30,"14.18284512","166.63471985"
2020-01-01 08:07:27,"18.69529915","165.09658813"
2020-01-01 08:07:50,"18.12680054","165.09658813"
2020-01-01 08:09:30,"20.64358902","166.70063782"
2020-01-01 08:09:53,"19.13943863","166.70063782"
2020-01-01 08:11:32,"22.12405396","152.86843872"
2020-01-01 08:12:03,"21.80427361","161.47099304"
2020-01-01 08:14:01,"15.82912064","165.11856079"
2020-01-01 08:14:06,"15.62185574","159.54832458"
2020-01-01 08:15:43,"21.92863274","159.54832458"
2020-01-01 08:16:11,"16.03638649","160.24047852"
2020-01-01 08:18:10,"22.20695877","154.93392944"
2020-01-01 08:18:19,"20.59029388","169.07376099"
2020-01-01 08:20:17,"18.16233253","159.68016052"
2020-01-01 08:20:25,"21.36605644","153.4617157"
2020-01-01 08:22:25,"15.58632469","165.61296082"
2020-01-01 08:22:29,"13.70317459","170.42512512"
2020-01-01 08:24:27,"19.98034096","160.93264771"
2020-01-01 08:24:30,"21.21208763","160.73487854"
2020-01-01 08:26:27,"17.88992691","146.93563843"
2020-01-01 08:26:34,"17.33919334","159.02096558"
2020-01-01 08:28:26,"17.75372314","151.83569336"
2020-01-01 08:28:37,"14.26575089","163.77819824"
2020-01-01 08:30:35,"19.32893753","158.46064758"
2020-01-01 08:30:38,"20.22905922","158.15301514"
2020-01-01 08:32:31,"14.49078178","145.37553406"
2020-01-01 08:32:40,"18.79597092","149.03408813"
2020-01-01 08:34:39,"21.55555534","159.42747498"
2020-01-01 08:34:42,"22.77545738","156.88955688"
2020-01-01 08:36:34,"19.70201492","167.84326172"
2020-01-01 08:36:43,"19.17496872","169.22756958"
2020-01-01 08:38:09,"18.13864517","149.62736511"
2020-01-01 08:38:45,"17.98467636","162.78939819"
2020-01-01 08:40:17,"20.16984177","162.78939819"
2020-01-01 08:40:45,"20.56660652","162.73445129"
2020-01-01 08:42:43,"18.61239243","166.20623779"
2020-01-01 08:42:50,"19.29340744","164.31654358"
2020-01-01 08:44:47,"16.52197838","170.98544312"
2020-01-01 08:44:50,"18.12680054","165.70085144"
2020-01-01 08:46:48,"19.98034096","169.32646179"
2020-01-01 08:46:52,"18.25115967","158.44966125"
2020-01-01 08:48:49,"20.8982296","167.55760193"
2020-01-01 08:48:53,"18.78412628","156.70277405"
2020-01-01 08:50:20,"19.41776466","155.20858765"
2020-01-01 08:50:54,"18.61239243","155.20858765"
